,subsesh,TRIAL_INDEX,blockNum,ntargets,TRIAL_FIXATION_TOTAL,CURRENT_FIX_INDEX,CURRENT_FIX_START,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,PREVIOUS_FIX_INTEREST_AREA_LABEL,PREVIOUS_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_LABEL,NEXT_FIX_INTEREST_AREA_RUN_ID,NEXT_FIX_INTEREST_AREA_LABEL,CURRENT_FIX_INTEREST_AREA_FIX_COUNT,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_REFIX_INTEREST_AREA,CURRENT_FIX_RUN_INDEX,CURRENT_FIX_RUN_SIZE,CURRENT_FIX_X,CURRENT_FIX_Y,RT,TRIAL_START_TIME,CORRECT,CURRENT_FIX_NEAREST_INTEREST_AREA_DISTANCE,CURRENT_FIX_NEAREST_INTEREST_AREA,CURRENT_FIX_NEAREST_INTEREST_AREA_LABEL,subject,session,timestamp,refix,fix_idx,ntargets_fixed,Order
40377,p18_1,24,3.0,3.0,46,16,2962,219,2810,DISTRACTOR,9.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,765.6,241.4,10000.0,1840122,1.0,0.61,2.0,TARGET_2,p18,1,1843084,0,30777,3,2
40390,p18_1,24,3.0,3.0,46,29,5998,479,2315,DISTRACTOR,10.0,3.0,TARGET_3,1.0,,3.0,1.0,0.0,1.0,1.0,672.0,551.6,10000.0,1840122,1.0,0.69,3.0,TARGET_3,p18,1,1846120,0,30790,3,3
40695,p18_1,31,3.0,2.0,41,26,6226,267,2437,DISTRACTOR,27.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,248.3,632.1,10000.0,2007999,1.0,0.78,2.0,TARGET_2,p18,1,2014225,0,31095,2,1
40803,p18_1,34,3.0,2.0,39,8,1899,212,2786,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,469.8,249.7,10000.0,2079612,1.0,0.69,1.0,TARGET_1,p18,1,2081511,0,31203,1,1
40865,p18_1,35,3.0,2.0,43,31,6889,185,2357,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,733.9,603.3,10000.0,2103327,1.0,0.52,2.0,TARGET_2,p18,1,2110216,0,31265,2,1
40889,p18_1,36,3.0,3.0,41,12,2448,233,3001,DISTRACTOR,13.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,656.7,228.5,10000.0,2128473,1.0,0.26,2.0,TARGET_2,p18,1,2130921,0,31289,2,1
40899,p18_1,36,3.0,3.0,41,22,4817,167,2451,,,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,781.0,550.4,10000.0,2128473,1.0,0.56,1.0,TARGET_1,p18,1,2133290,0,31299,2,2
40923,p18_1,37,3.0,3.0,39,5,1253,196,2995,DISTRACTOR,24.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,482.8,158.0,10000.0,2152918,1.0,0.55,3.0,TARGET_3,p18,1,2154171,0,31323,3,1
40939,p18_1,37,3.0,3.0,39,21,4854,265,2446,,,1.0,TARGET_1,1.0,TARGET_1,4.0,1.0,0.0,1.0,2.0,480.5,500.3,10000.0,2152918,1.0,0.91,1.0,TARGET_1,p18,1,2157772,0,31339,3,2
40964,p18_1,38,3.0,3.0,44,7,1179,228,2606,DISTRACTOR,14.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,439.2,127.4,10000.0,2176349,1.0,0.74,1.0,TARGET_1,p18,1,2177528,0,31364,2,1
40976,p18_1,38,3.0,3.0,44,19,3687,205,2659,,,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,782.1,302.0,10000.0,2176349,1.0,0.28,2.0,TARGET_2,p18,1,2180036,0,31376,2,2
41099,p18_1,41,4.0,2.0,42,11,2475,245,2499,DISTRACTOR,23.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,720.4,234.0,10000.0,2333232,1.0,0.05,1.0,TARGET_1,p18,1,2335707,0,31499,2,1
41112,p18_1,41,4.0,2.0,42,24,5725,166,2244,,58.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,414.1,436.4,10000.0,2333232,1.0,0.82,2.0,TARGET_2,p18,1,2338957,0,31512,2,2
41146,p18_1,42,4.0,3.0,37,16,4033,125,2664,DISTRACTOR,22.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,782.4,242.2,10000.0,2356483,1.0,0.28,1.0,TARGET_1,p18,1,2360516,0,31546,2,1
41152,p18_1,42,4.0,3.0,37,22,5423,205,2258,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,716.6,530.4,10000.0,2356483,1.0,0.22,2.0,TARGET_2,p18,1,2361906,0,31552,2,2
41190,p18_1,43,4.0,3.0,39,23,4862,166,1827,DISTRACTOR,30.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,480.0,642.9,10000.0,2381219,1.0,0.38,2.0,TARGET_2,p18,1,2386081,0,31590,3,1
41196,p18_1,43,4.0,3.0,39,29,6456,319,1980,DISTRACTOR,23.0,3.0,TARGET_3,1.0,,2.0,1.0,0.0,1.0,1.0,786.3,653.4,10000.0,2381219,1.0,0.15,3.0,TARGET_3,p18,1,2387675,0,31596,3,2
41255,p18_1,45,4.0,3.0,39,8,1748,139,2501,,66.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,575.5,233.7,10000.0,2428442,1.0,0.9,2.0,TARGET_2,p18,1,2430190,0,31655,3,1
41262,p18_1,45,4.0,3.0,39,15,3462,206,2206,DISTRACTOR,8.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,762.9,583.8,10000.0,2428442,1.0,0.73,1.0,TARGET_1,p18,1,2431904,0,31662,3,2
41272,p18_1,45,4.0,3.0,39,25,5915,380,1835,,57.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,405.1,436.1,10000.0,2428442,1.0,0.95,3.0,TARGET_3,p18,1,2434357,0,31672,3,3
41297,p18_1,46,4.0,2.0,42,11,2235,353,2962,DISTRACTOR,7.0,1.0,TARGET_1,1.0,DISTRACTOR,4.0,1.0,0.0,1.0,1.0,583.8,301.7,10000.0,2453713,1.0,0.67,1.0,TARGET_1,p18,1,2455948,0,31697,2,1
41303,p18_1,46,4.0,2.0,42,17,3667,298,2338,DISTRACTOR,23.0,2.0,TARGET_2,,,3.0,1.0,0.0,1.0,1.0,463.0,532.6,10000.0,2453713,1.0,0.65,2.0,TARGET_2,p18,1,2457380,0,31703,2,2
41380,p18_1,48,4.0,3.0,36,10,2077,243,2570,DISTRACTOR,9.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,353.0,360.1,10000.0,2502207,1.0,0.37,2.0,TARGET_2,p18,1,2504284,0,31780,3,1
41383,p18_1,48,4.0,3.0,36,13,2722,394,2516,DISTRACTOR,11.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,671.1,118.1,10000.0,2502207,1.0,0.34,3.0,TARGET_3,p18,1,2504929,0,31783,3,2
41394,p18_1,48,4.0,3.0,36,24,5498,240,1951,DISTRACTOR,28.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,429.6,486.4,10000.0,2502207,1.0,0.5,1.0,TARGET_1,p18,1,2507705,0,31794,3,3
41463,p18_1,50,4.0,3.0,40,13,3179,271,2430,DISTRACTOR,20.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,291.7,655.2,10000.0,2551422,1.0,0.35,2.0,TARGET_2,p18,1,2554601,0,31863,3,1
41475,p18_1,50,4.0,3.0,40,25,5637,179,2401,DISTRACTOR,6.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,728.3,185.0,10000.0,2551422,1.0,0.43,1.0,TARGET_1,p18,1,2557059,0,31875,3,2
41691,p18_1,55,4.0,2.0,40,21,4808,139,2235,DISTRACTOR,8.0,2.0,TARGET_2,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,690.0,463.4,10000.0,2674007,1.0,1.02,2.0,TARGET_2,p18,1,2678815,0,32091,2,1
41847,p18_1,59,5.0,2.0,44,7,1279,132,3131,DISTRACTOR,23.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,521.4,250.2,10000.0,2827829,1.0,0.9,1.0,TARGET_1,p18,1,2829108,0,32247,2,1
41864,p18_1,59,5.0,2.0,44,24,5089,275,2253,DISTRACTOR,15.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,491.2,638.0,10000.0,2827829,1.0,0.63,2.0,TARGET_2,p18,1,2832918,0,32264,2,2
41938,p18_1,61,5.0,3.0,44,7,1075,318,2905,DISTRACTOR,16.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,397.5,304.8,10000.0,2876204,1.0,0.91,1.0,TARGET_1,p18,1,2877279,0,32338,3,1
41944,p18_1,61,5.0,3.0,44,13,2811,234,2738,DISTRACTOR,18.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,238.5,650.1,10000.0,2876204,1.0,0.18,2.0,TARGET_2,p18,1,2879015,0,32344,3,2
41951,p18_1,61,5.0,3.0,44,20,4423,137,2608,DISTRACTOR,29.0,3.0,TARGET_3,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,626.6,527.5,10000.0,2876204,1.0,0.86,3.0,TARGET_3,p18,1,2880627,0,32351,3,3
41989,p18_1,62,5.0,3.0,45,14,2894,140,2826,DISTRACTOR,24.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,542.1,241.7,10000.0,2900836,1.0,0.27,2.0,TARGET_2,p18,1,2903730,0,32389,3,1
42006,p18_1,62,5.0,3.0,45,31,6471,143,2512,,,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,475.5,616.8,10000.0,2900836,1.0,0.82,1.0,TARGET_1,p18,1,2907307,0,32406,3,2
42126,p18_1,65,5.0,3.0,41,16,3543,199,3049,DISTRACTOR,9.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,398.3,369.5,10000.0,2973407,1.0,0.97,1.0,TARGET_1,p18,1,2976950,0,32526,2,1
42134,p18_1,65,5.0,3.0,41,24,5881,232,2905,,,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,471.1,651.8,10000.0,2973407,1.0,0.38,3.0,TARGET_3,p18,1,2979288,0,32534,2,2
42213,p18_1,67,5.0,2.0,44,19,4230,336,2441,,59.0,1.0,TARGET_1,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,464.3,548.5,10000.0,3022282,1.0,0.78,1.0,TARGET_1,p18,1,3026512,0,32613,2,1
42254,p18_1,68,5.0,2.0,45,16,3168,159,2630,DISTRACTOR,25.0,2.0,TARGET_2,1.0,TARGET_2,4.0,1.0,0.0,1.0,2.0,262.3,493.6,10000.0,3046560,1.0,0.96,2.0,TARGET_2,p18,1,3049728,0,32654,2,1
42261,p18_1,68,5.0,2.0,45,23,4723,197,2335,,,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,669.3,582.7,10000.0,3046560,1.0,0.46,1.0,TARGET_1,p18,1,3051283,0,32661,2,2
42352,p18_1,70,5.0,2.0,43,24,5060,260,2404,DISTRACTOR,20.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,348.9,604.4,10000.0,3094650,1.0,0.57,1.0,TARGET_1,p18,1,3099710,0,32752,2,1
42481,p18_1,73,5.0,2.0,43,23,4878,137,2537,DISTRACTOR,25.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,243.3,466.7,10000.0,3174193,1.0,0.25,1.0,TARGET_1,p18,1,3179071,0,32881,2,1
42517,p18_1,74,5.0,3.0,43,16,3548,248,3019,DISTRACTOR,21.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,653.3,340.9,10000.0,3198318,1.0,0.54,2.0,TARGET_2,p18,1,3201866,0,32917,3,1
42530,p18_1,74,5.0,3.0,43,29,6504,184,2367,DISTRACTOR,9.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,608.9,540.4,10000.0,3198318,1.0,0.32,3.0,TARGET_3,p18,1,3204822,0,32930,3,2
42551,p18_1,75,5.0,2.0,44,7,1360,241,3235,DISTRACTOR,12.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,292.7,271.9,10000.0,3223034,1.0,0.82,1.0,TARGET_1,p18,1,3224394,0,32951,2,1
42559,p18_1,75,5.0,2.0,44,15,3106,150,2560,DISTRACTOR,21.0,2.0,TARGET_2,1.0,,2.0,1.0,0.0,1.0,1.0,255.6,546.9,10000.0,3223034,1.0,0.64,2.0,TARGET_2,p18,1,3226140,0,32959,2,2
42609,p18_1,76,5.0,3.0,38,21,4100,166,2760,,94.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,764.9,466.7,10000.0,3247153,1.0,0.63,1.0,TARGET_1,p18,1,3251253,0,33009,2,1
42615,p18_1,76,5.0,3.0,38,27,5458,206,2298,DISTRACTOR,10.0,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,368.8,553.6,10000.0,3247153,1.0,0.71,2.0,TARGET_2,p18,1,3252611,0,33015,2,2
42773,p18_2,8,2.0,3.0,29,13,2799,204,1845,,,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,801.8,516.4,6334.0,701261,1.0,0.91,2.0,TARGET_2,p18,2,704060,0,97507,2,1
42807,p18_2,9,2.0,2.0,47,18,3657,146,2069,DISTRACTOR,24.0,2.0,TARGET_2,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,257.8,644.5,9679.0,721366,1.0,0.63,2.0,TARGET_2,p18,2,725023,0,97541,2,1
42842,p18_2,10,2.0,3.0,26,6,1101,129,2519,,70.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,680.4,170.9,5727.0,744839,1.0,0.64,2.0,TARGET_2,p18,2,745940,0,97576,3,1
42846,p18_2,10,2.0,3.0,26,10,1852,234,2177,DISTRACTOR,21.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,385.0,181.0,5727.0,744839,1.0,0.82,1.0,TARGET_1,p18,2,746691,0,97580,3,2
42875,p18_2,11,2.0,3.0,28,13,2503,211,2443,DISTRACTOR,26.0,2.0,TARGET_2,1.0,TARGET_2,2.0,1.0,0.0,1.0,2.0,250.1,331.6,6693.0,764443,1.0,0.82,2.0,TARGET_2,p18,2,766946,0,97609,3,1
42980,p18_2,14,2.0,3.0,34,7,1100,328,2018,,61.0,3.0,TARGET_3,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,556.3,219.9,10000.0,833291,1.0,0.68,3.0,TARGET_3,p18,2,834391,0,97714,3,1
42994,p18_2,14,2.0,3.0,34,21,4549,371,1574,,77.0,1.0,TARGET_1,1.0,TARGET_1,7.0,1.0,0.0,1.0,2.0,423.7,472.1,10000.0,833291,1.0,0.09,1.0,TARGET_1,p18,2,837840,0,97728,3,2
43051,p18_2,16,2.0,2.0,39,6,1156,345,2097,,84.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,506.8,123.1,10000.0,881215,1.0,0.91,2.0,TARGET_2,p18,2,882371,0,97785,1,1
43092,p18_2,17,2.0,3.0,40,8,1287,155,2332,,80.0,2.0,TARGET_2,2.0,,1.0,1.0,0.0,1.0,1.0,746.4,158.6,10000.0,905202,1.0,0.99,2.0,TARGET_2,p18,2,906489,0,97826,2,1
43108,p18_2,17,2.0,3.0,40,24,5872,240,1670,,41.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,244.5,295.6,10000.0,905202,1.0,0.1,1.0,TARGET_1,p18,2,911074,0,97842,2,2
43133,p18_2,18,2.0,3.0,47,9,1535,131,2352,,,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,357.1,358.4,10000.0,930347,0.0,0.23,2.0,TARGET_2,p18,2,931882,0,97867,2,1
43145,p18_2,18,2.0,3.0,47,21,4090,211,1861,,,1.0,TARGET_1,1.0,,3.0,1.0,0.0,1.0,1.0,736.2,402.5,10000.0,930347,0.0,0.63,1.0,TARGET_1,p18,2,934437,0,97879,2,2
43376,p18_2,24,3.0,2.0,38,18,4901,176,1925,DISTRACTOR,12.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,480.4,509.1,10000.0,1138594,1.0,0.86,1.0,TARGET_1,p18,2,1143495,0,98110,2,1
43404,p18_2,25,3.0,3.0,38,8,1594,248,2413,DISTRACTOR,8.0,3.0,TARGET_3,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,639.4,118.7,10000.0,1162324,1.0,0.79,3.0,TARGET_3,p18,2,1163918,0,98138,3,1
43424,p18_2,25,3.0,3.0,38,28,6436,290,2070,DISTRACTOR,26.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,303.0,615.9,10000.0,1162324,1.0,0.76,1.0,TARGET_1,p18,2,1168760,0,98158,3,2
43449,p18_2,26,3.0,2.0,44,15,3206,254,2040,DISTRACTOR,10.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,588.8,244.2,10000.0,1186532,1.0,0.57,2.0,TARGET_2,p18,2,1189738,0,98183,2,1
43461,p18_2,26,3.0,2.0,44,27,5999,210,1563,DISTRACTOR,20.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,509.0,597.5,10000.0,1186532,1.0,0.93,1.0,TARGET_1,p18,2,1192531,0,98195,2,2
43525,p18_2,28,3.0,3.0,38,7,1540,207,2374,DISTRACTOR,20.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,597.7,325.0,10000.0,1237158,1.0,1.01,2.0,TARGET_2,p18,2,1238698,0,98259,3,1
43568,p18_2,29,3.0,3.0,43,12,2276,233,2074,DISTRACTOR,19.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,652.5,158.9,10000.0,1262186,1.0,0.61,1.0,TARGET_1,p18,2,1264462,0,98302,3,1
43571,p18_2,29,3.0,3.0,43,15,3079,161,2029,DISTRACTOR,7.0,3.0,TARGET_3,1.0,TARGET_3,4.0,1.0,0.0,1.0,2.0,756.6,421.9,10000.0,1262186,1.0,0.91,3.0,TARGET_3,p18,2,1265265,0,98305,3,2
43582,p18_2,29,3.0,3.0,43,26,6133,138,1860,DISTRACTOR,12.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,300.4,549.9,10000.0,1262186,1.0,0.55,2.0,TARGET_2,p18,2,1268319,0,98316,3,3
43864,p18_2,36,3.0,3.0,35,18,4436,293,1813,,,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,787.8,464.5,10000.0,1437008,1.0,0.39,1.0,TARGET_1,p18,2,1441444,0,98598,3,1
43866,p18_2,36,3.0,3.0,35,20,4997,480,1947,DISTRACTOR,8.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,708.6,308.2,10000.0,1437008,1.0,0.67,2.0,TARGET_2,p18,2,1442005,0,98600,3,2
43898,p18_2,37,3.0,2.0,43,17,3487,205,2017,,77.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,772.3,416.1,10000.0,1460842,1.0,0.34,2.0,TARGET_2,p18,2,1464329,0,98632,1,1
44214,p18_2,45,4.0,3.0,37,9,1756,384,1760,DISTRACTOR,17.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,563.8,593.0,10000.0,1760082,0.0,0.74,1.0,TARGET_1,p18,2,1761838,0,98948,2,1
44226,p18_2,45,4.0,3.0,37,21,5271,175,1621,DISTRACTOR,14.0,3.0,TARGET_3,1.0,TARGET_3,2.0,1.0,0.0,1.0,2.0,303.8,208.5,10000.0,1760082,0.0,0.87,3.0,TARGET_3,p18,2,1765353,0,98960,2,2
44267,p18_2,46,4.0,2.0,40,25,5776,356,1795,,78.0,1.0,TARGET_1,2.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,724.9,166.7,10000.0,1783465,1.0,0.27,1.0,TARGET_1,p18,2,1789241,0,99001,2,1
44269,p18_2,46,4.0,2.0,40,27,6372,136,2046,DISTRACTOR,9.0,2.0,TARGET_2,1.0,,1.0,1.0,0.0,1.0,1.0,236.3,593.9,10000.0,1783465,1.0,0.19,2.0,TARGET_2,p18,2,1789837,0,99003,2,2
44309,p18_2,47,4.0,2.0,42,27,6219,294,1664,DISTRACTOR,24.0,2.0,TARGET_2,1.0,TARGET_1,1.0,1.0,0.0,1.0,1.0,623.5,362.0,10000.0,1808993,1.0,0.79,2.0,TARGET_2,p18,2,1815212,0,99043,2,1
44310,p18_2,47,4.0,2.0,42,28,6573,190,1713,TARGET_2,2.0,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,765.6,398.6,10000.0,1808993,1.0,0.78,1.0,TARGET_1,p18,2,1815566,0,99044,2,2
44374,p18_2,49,4.0,3.0,36,10,2261,191,1898,,60.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,419.6,147.8,10000.0,1857736,1.0,0.91,2.0,TARGET_2,p18,2,1859997,0,99108,2,1
44391,p18_2,49,4.0,3.0,36,27,6369,278,1756,,86.0,1.0,TARGET_1,,,2.0,1.0,0.0,1.0,1.0,733.4,479.8,10000.0,1857736,1.0,0.44,1.0,TARGET_1,p18,2,1864105,0,99125,2,2
44416,p18_2,50,4.0,2.0,43,16,2983,246,1975,,83.0,2.0,TARGET_2,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,735.8,173.9,10000.0,1882514,1.0,0.47,2.0,TARGET_2,p18,2,1885497,0,99150,2,1
44422,p18_2,50,4.0,2.0,43,22,4757,315,2054,DISTRACTOR,24.0,1.0,TARGET_1,1.0,,2.0,1.0,0.0,1.0,1.0,788.2,524.7,10000.0,1882514,1.0,0.39,1.0,TARGET_1,p18,2,1887271,0,99156,2,2
44466,p18_2,51,4.0,2.0,39,23,5567,245,1847,,78.0,2.0,TARGET_2,,,2.0,1.0,0.0,1.0,1.0,771.4,632.2,10000.0,1906425,1.0,0.84,2.0,TARGET_2,p18,2,1911992,0,99200,2,1
44491,p18_2,52,4.0,3.0,37,9,1540,259,2291,DISTRACTOR,12.0,2.0,TARGET_2,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,431.8,327.0,10000.0,1930146,1.0,0.99,2.0,TARGET_2,p18,2,1931686,0,99225,3,1
44493,p18_2,52,4.0,3.0,37,11,2109,217,2088,DISTRACTOR,26.0,1.0,TARGET_1,1.0,TARGET_1,2.0,1.0,0.0,1.0,2.0,250.2,528.1,10000.0,1930146,1.0,0.34,1.0,TARGET_1,p18,2,1932255,0,99227,3,2
44503,p18_2,52,4.0,3.0,37,21,4679,266,1716,DISTRACTOR,7.0,3.0,TARGET_3,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,748.7,464.6,10000.0,1930146,1.0,0.96,3.0,TARGET_3,p18,2,1934825,0,99237,3,3
44527,p18_2,53,4.0,2.0,43,8,1633,287,2287,,59.0,1.0,TARGET_1,,,3.0,1.0,0.0,1.0,1.0,424.6,197.0,10000.0,1953765,1.0,0.8,1.0,TARGET_1,p18,2,1955398,0,99261,2,1
44535,p18_2,53,4.0,2.0,43,16,3710,189,2269,,,2.0,TARGET_2,,,3.0,1.0,0.0,1.0,1.0,366.3,518.1,10000.0,1953765,1.0,0.57,2.0,TARGET_2,p18,2,1957475,0,99269,2,2
44580,p18_2,54,4.0,2.0,36,18,4114,402,1769,DISTRACTOR,4.0,1.0,TARGET_1,1.0,TARGET_1,3.0,1.0,0.0,1.0,2.0,307.6,471.3,10000.0,1977092,1.0,0.21,1.0,TARGET_1,p18,2,1981206,0,99314,2,1
44621,p18_2,55,4.0,3.0,37,23,4887,286,2250,,42.0,1.0,TARGET_1,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,547.3,458.0,10000.0,2000363,1.0,0.59,1.0,TARGET_1,p18,2,2005250,0,99355,3,1
44626,p18_2,55,4.0,3.0,37,28,6203,312,2230,DISTRACTOR,7.0,3.0,TARGET_3,1.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,244.8,650.0,10000.0,2000363,1.0,0.17,3.0,TARGET_3,p18,2,2006566,0,99360,3,2
44694,p18_2,57,4.0,2.0,42,20,4656,174,1919,DISTRACTOR,28.0,2.0,TARGET_2,1.0,TARGET_2,3.0,1.0,0.0,1.0,2.0,617.2,472.0,10000.0,2048669,1.0,0.53,2.0,TARGET_2,p18,2,2053325,0,99428,1,1
44776,p18_2,59,5.0,3.0,31,15,3254,472,1908,,50.0,2.0,TARGET_2,1.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,467.3,489.1,10000.0,2168372,1.0,0.72,2.0,TARGET_2,p18,2,2171626,0,99510,3,1
44781,p18_2,59,5.0,3.0,31,20,5330,300,1849,,94.0,3.0,TARGET_3,1.0,,5.0,1.0,0.0,1.0,1.0,782.6,442.4,10000.0,2168372,1.0,0.98,3.0,TARGET_3,p18,2,2173702,0,99515,3,2
44786,p18_2,59,5.0,3.0,31,25,6581,306,2542,,70.0,1.0,TARGET_1,2.0,TARGET_3,1.0,1.0,0.0,1.0,1.0,652.4,232.6,10000.0,2168372,1.0,0.33,1.0,TARGET_1,p18,2,2174953,0,99520,3,3
44816,p18_2,60,5.0,2.0,39,24,5651,295,1891,,89.0,1.0,TARGET_1,1.0,DISTRACTOR,2.0,1.0,0.0,1.0,1.0,808.1,108.9,10000.0,2192671,1.0,0.91,1.0,TARGET_1,p18,2,2198322,0,99550,1,1
44840,p18_2,61,5.0,2.0,39,9,1543,236,2131,DISTRACTOR,26.0,2.0,TARGET_2,,,3.0,1.0,0.0,1.0,1.0,488.1,233.2,9385.0,2216825,1.0,0.21,2.0,TARGET_2,p18,2,2218368,0,99574,2,1
44858,p18_2,61,5.0,2.0,39,27,6295,318,1523,DISTRACTOR,22.0,1.0,TARGET_1,2.0,DISTRACTOR,1.0,1.0,0.0,1.0,1.0,777.6,641.2,9385.0,2216825,1.0,0.47,1.0,TARGET_1,p18,2,2223120,0,99592,2,2
45005,p18_2,65,5.0,2.0,40,11,2235,150,2217,DISTRACTOR,14.0,2.0,TARGET_2,2.0,DISTRACTOR,3.0,1.0,0.0,1.0,1.0,418.0,297.8,10000.0,2310257,1.0,0.19,2.0,TARGET_2,p18,2,2312492,0,99739,2,1
